variant,library_family,corner,size_bytes,relative_path,selected_target
sky130A,,vssio_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50,4352,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_ff_100C_1v60_5v50_5v50.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50,4350,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_ff_n40C_1v35_5v50_5v50.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65,4350,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_1v65.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50,4350,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_ff_n40C_1v60_5v50_5v50.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_n40C_1v35_1v65_1v65.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_n40C_1v40_1v65_1v65.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_n40C_1v60_1v65_1v65.lib,no
sky130A,,vssio_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65,4342,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_ss_n40C_1v60_5v50_1v65.lib,no
sky130A,,vssio_hvc_clamped_pad_tt_025C_1v80_3v30_3v30,4339,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_ef_io__vssio_hvc_clamped_pad_tt_025C_1v80_3v30_3v30.lib,no
sky130A,,top_amuxsplitv2_ff_ff_100C_1v95_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ff_100C_1v95_1v65.lib,no
sky130A,,top_amuxsplitv2_ff_ff_100C_1v95_5v50,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ff_100C_1v95_5v50.lib,no
sky130A,,top_amuxsplitv2_ff_ff_n40C_1v95_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ff_n40C_1v95_1v65.lib,no
sky130A,,top_amuxsplitv2_ff_ff_n40C_1v95_5v50,12817,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ff_n40C_1v95_5v50.lib,no
sky130A,,top_amuxsplitv2_ff_ss_100C_1v65_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ss_100C_1v65_1v65.lib,no
sky130A,,top_amuxsplitv2_ff_ss_100C_1v95_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ss_100C_1v95_1v65.lib,no
sky130A,,top_amuxsplitv2_ff_ss_100C_1v95_1v95,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ss_100C_1v95_1v95.lib,no
sky130A,,top_amuxsplitv2_ff_ss_n40C_1v65_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ss_n40C_1v65_1v65.lib,no
sky130A,,top_amuxsplitv2_ff_ss_n40C_1v95_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ss_n40C_1v95_1v65.lib,no
sky130A,,top_amuxsplitv2_ff_ss_n40C_1v95_1v95,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ff_ss_n40C_1v95_1v95.lib,no
sky130A,,top_amuxsplitv2_ss_ff_100C_1v40_5v50,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ff_100C_1v40_5v50.lib,no
sky130A,,top_amuxsplitv2_ss_ff_100C_1v60_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ff_100C_1v60_1v65.lib,no
sky130A,,top_amuxsplitv2_ss_ff_100C_1v60_5v50,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ff_100C_1v60_5v50.lib,no
sky130A,,top_amuxsplitv2_ss_ff_n40C_1v35_5v50,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ff_n40C_1v35_5v50.lib,no
sky130A,,top_amuxsplitv2_ss_ff_n40C_1v60_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ff_n40C_1v60_1v65.lib,no
sky130A,,top_amuxsplitv2_ss_ff_n40C_1v60_5v50,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ff_n40C_1v60_5v50.lib,no
sky130A,,top_amuxsplitv2_ss_ss_100C_1v40_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ss_100C_1v40_1v65.lib,no
sky130A,,top_amuxsplitv2_ss_ss_100C_1v60_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ss_100C_1v60_1v65.lib,no
sky130A,,top_amuxsplitv2_ss_ss_100C_1v60_3v00,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ss_100C_1v60_3v00.lib,no
sky130A,,top_amuxsplitv2_ss_ss_n40C_1v35_1v65,12724,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ss_n40C_1v35_1v65.lib,no
sky130A,,top_amuxsplitv2_ss_ss_n40C_1v40_1v65,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ss_n40C_1v40_1v65.lib,no
sky130A,,top_amuxsplitv2_ss_ss_n40C_1v60_1v65,12818,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_ss_ss_n40C_1v60_1v65.lib,no
sky130A,,top_amuxsplitv2_tt_tt_025C_1v80_3v30,12745,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_amuxsplitv2_tt_tt_025C_1v80_3v30.lib,no
sky130A,,top_analog_pad_ff_100C_1v60_5v50,6109,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_100C_1v60_5v50.lib,no
sky130A,,top_analog_pad_ff_100C_1v95_5v50,6108,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_100C_1v95_5v50.lib,no
sky130A,,top_analog_pad_ff_100C_1v95_5v50_1v65,4574,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_100C_1v95_5v50_1v65.lib,no
sky130A,,top_analog_pad_ff_n40C_1v35_5v50,6096,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_n40C_1v35_5v50.lib,no
sky130A,,top_analog_pad_ff_n40C_1v40_5v50,6098,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_n40C_1v40_5v50.lib,no
sky130A,,top_analog_pad_ff_n40C_1v60_5v50,6096,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_n40C_1v60_5v50.lib,no
sky130A,,top_analog_pad_ff_n40C_1v95_5v50,6084,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_n40C_1v95_5v50.lib,no
sky130A,,top_analog_pad_ff_n40C_1v95_5v50_1v65,4556,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_n40C_1v95_5v50_1v65.lib,no
sky130A,,top_analog_pad_ff_ss_100C_1v65_1v65_1v65,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_ss_100C_1v65_1v65_1v65.lib,no
sky130A,,top_analog_pad_ff_ss_100C_1v95_1v95_1v65,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_ss_100C_1v95_1v95_1v65.lib,no
sky130A,,top_analog_pad_ff_ss_100C_1v95_1v95_1v95,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_ss_100C_1v95_1v95_1v95.lib,no
sky130A,,top_analog_pad_ff_ss_n40C_1v65_1v65_1v65,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_ss_n40C_1v65_1v65_1v65.lib,no
sky130A,,top_analog_pad_ff_ss_n40C_1v95_1v95_1v65,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_ss_n40C_1v95_1v95_1v65.lib,no
sky130A,,top_analog_pad_ff_ss_n40C_1v95_1v95_1v95,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ff_ss_n40C_1v95_1v95_1v95.lib,no
sky130A,,top_analog_pad_ss_100C_1v40_1v65,6130,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v40_1v65.lib,no
sky130A,,top_analog_pad_ss_100C_1v45_1v65,6137,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v45_1v65.lib,no
sky130A,,top_analog_pad_ss_100C_1v60_1v65,6104,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v60_1v65.lib,no
sky130A,,top_analog_pad_ss_100C_1v60_3v00,6111,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v60_3v00.lib,no
sky130A,,top_analog_pad_ss_100C_1v60_5v50_1v65,4574,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v60_5v50_1v65.lib,no
sky130A,,top_analog_pad_ss_100C_1v65_1v65,6109,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v65_1v65.lib,no
sky130A,,top_analog_pad_ss_100C_1v95_1v95,6109,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_100C_1v95_1v95.lib,no
sky130A,,top_analog_pad_ss_ff_100C_1v40_5v50_5v50,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_ff_100C_1v40_5v50_5v50.lib,no
sky130A,,top_analog_pad_ss_ff_100C_1v60_5v50_5v50,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_ff_100C_1v60_5v50_5v50.lib,no
sky130A,,top_analog_pad_ss_ff_n40C_1v35_5v50_5v50,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_ff_n40C_1v35_5v50_5v50.lib,no
sky130A,,top_analog_pad_ss_ff_n40C_1v60_5v50_5v50,4565,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_ff_n40C_1v60_5v50_5v50.lib,no
sky130A,,top_analog_pad_ss_n40C_1v35_1v65,6126,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v35_1v65.lib,no
sky130A,,top_analog_pad_ss_n40C_1v40_1v65,6112,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v40_1v65.lib,no
sky130A,,top_analog_pad_ss_n40C_1v45_1v65,6126,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v45_1v65.lib,no
sky130A,,top_analog_pad_ss_n40C_1v60_1v65,6084,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v60_1v65.lib,no
sky130A,,top_analog_pad_ss_n40C_1v60_5v50_1v65,4556,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v60_5v50_1v65.lib,no
sky130A,,top_analog_pad_ss_n40C_1v65_1v65,6096,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v65_1v65.lib,no
sky130A,,top_analog_pad_ss_n40C_1v95_1v95,6096,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_ss_n40C_1v95_1v95.lib,no
sky130A,,top_analog_pad_tt_025C_1v80_3v30,6085,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_tt_025C_1v80_3v30.lib,no
sky130A,,top_analog_pad_tt_100C_1v80_3v30,6107,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_analog_pad_tt_100C_1v80_3v30.lib,no
sky130A,,top_gpiov2_ff_ff_100C_1v95_5v50,289577,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ff_100C_1v95_5v50.lib,no
sky130A,,top_gpiov2_ff_ff_n40C_1v95_5v50,627561,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ff_n40C_1v95_5v50.lib,no
sky130A,,top_gpiov2_ff_ff_n40C_1v95_5v50_nointpwr,569757,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ff_n40C_1v95_5v50_nointpwr.lib,no
sky130A,,top_gpiov2_ff_ss_100C_1v65_1v65,296064,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ss_100C_1v65_1v65.lib,no
sky130A,,top_gpiov2_ff_ss_100C_1v95_1v65,299782,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ss_100C_1v95_1v65.lib,no
sky130A,,top_gpiov2_ff_ss_100C_1v95_1v95,295117,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ss_100C_1v95_1v95.lib,no
sky130A,,top_gpiov2_ff_ss_n40C_1v65_1v65,296094,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ss_n40C_1v65_1v65.lib,no
sky130A,,top_gpiov2_ff_ss_n40C_1v95_1v65,299943,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ss_n40C_1v95_1v65.lib,no
sky130A,,top_gpiov2_ff_ss_n40C_1v95_1v95,295085,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ff_ss_n40C_1v95_1v95.lib,no
sky130A,,top_gpiov2_ss_ff_100C_1v40_5v50,290348,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ff_100C_1v40_5v50.lib,no
sky130A,,top_gpiov2_ss_ff_100C_1v60_5v50,290053,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ff_100C_1v60_5v50.lib,no
sky130A,,top_gpiov2_ss_ff_n40C_1v35_5v50,289946,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ff_n40C_1v35_5v50.lib,no
sky130A,,top_gpiov2_ss_ff_n40C_1v60_5v50,289637,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ff_n40C_1v60_5v50.lib,no
sky130A,,top_gpiov2_ss_ss_100C_1v40_1v65,296347,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_100C_1v40_1v65.lib,no
sky130A,,top_gpiov2_ss_ss_100C_1v60_1v65,295905,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_100C_1v60_1v65.lib,no
sky130A,,top_gpiov2_ss_ss_100C_1v60_3v00,300013,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_100C_1v60_3v00.lib,no
sky130A,,top_gpiov2_ss_ss_n40C_1v35_1v65,295245,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_n40C_1v35_1v65.lib,no
sky130A,,top_gpiov2_ss_ss_n40C_1v40_1v65,296597,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_n40C_1v40_1v65.lib,no
sky130A,,top_gpiov2_ss_ss_n40C_1v60_1v65,661036,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_n40C_1v60_1v65.lib,no
sky130A,,top_gpiov2_ss_ss_n40C_1v60_1v65_nointpwr,600227,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_ss_ss_n40C_1v60_1v65_nointpwr.lib,no
sky130A,,top_gpiov2_tt_tt_025C_1v80_3v30,288391,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiov2_tt_tt_025C_1v80_3v30.lib,no
sky130A,,top_gpiovrefv2_ff_ff_100C_1v95_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ff_100C_1v95_1v65.lib,no
sky130A,,top_gpiovrefv2_ff_ff_100C_1v95_5v50,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ff_100C_1v95_5v50.lib,no
sky130A,,top_gpiovrefv2_ff_ff_n40C_1v95_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ff_n40C_1v95_1v65.lib,no
sky130A,,top_gpiovrefv2_ff_ff_n40C_1v95_5v50,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ff_n40C_1v95_5v50.lib,no
sky130A,,top_gpiovrefv2_ff_ss_100C_1v65_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ss_100C_1v65_1v65.lib,no
sky130A,,top_gpiovrefv2_ff_ss_100C_1v95_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ss_100C_1v95_1v65.lib,no
sky130A,,top_gpiovrefv2_ff_ss_100C_1v95_1v95,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ss_100C_1v95_1v95.lib,no
sky130A,,top_gpiovrefv2_ff_ss_n40C_1v65_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ss_n40C_1v65_1v65.lib,no
sky130A,,top_gpiovrefv2_ff_ss_n40C_1v95_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ss_n40C_1v95_1v65.lib,no
sky130A,,top_gpiovrefv2_ff_ss_n40C_1v95_1v95,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ff_ss_n40C_1v95_1v95.lib,no
sky130A,,top_gpiovrefv2_ss_ff_100C_1v40_5v50,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ss_ff_100C_1v40_5v50.lib,no
sky130A,,top_gpiovrefv2_ss_ff_100C_1v60_1v65,11953,ciel/sky130/versions/d815bb30c9afdf9e264c276a8a2b533108dea3d0/sky130A/libs.ref/sky130_fd_io/lib/sky130_fd_io__top_gpiovrefv2_ss_ff_100C_1v60_1v65.lib,no
